case_id,environment,scenario,wind_model,source_mode,source_description,resolution,number_of_source_cells,radionuclide,emission_factor,emission_rate_bq_s,emission_classification,grid_shape,dx_m,dy_m,dz_m,dt_s,total_time_s,max_concentration_bq_m3,final_max_concentration_bq_m3,total_activity_bq,final_total_activity_bq,centroid_x_m,centroid_y_m,centroid_z_m,final_centroid_x_m,final_centroid_y_m,final_centroid_z_m,runtime_s,n_steps,hrtm_profile,max_dose_field,final_max_dose_field,field_file,status,error
F18_Q2_MULTIPLE_POINTS_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,multiple_points,5 point sources,high,5,F-18,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,131.62671655251657,131.62671655251657,0.0,1869.0107178396386,nan,nan,nan,15.000000000000002,16.986708027342015,10.988659481395977,64.46211444800065,12000,,nan,nan,,OK,
F18_Q2_MULTIPLE_POINTS_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,multiple_points,5 point sources,high,5,F-18,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,733.54684677124,733.54684677124,0.0,7388.182774117579,nan,nan,nan,22.17046141607281,15.0,7.500000000751155,21.21621435799898,12000,,nan,nan,,OK,
F18_Q2_MULTIPLE_POINTS_OUTDOOR_SHEAR,outdoor,shear,ShearField,multiple_points,5 point sources,high,5,F-18,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,691.2336370354839,691.2336370354839,0.0,6737.9947233850835,nan,nan,nan,22.17619251814455,15.0,7.4929281553821765,21.29864382999949,12000,,nan,nan,,OK,
F18_Q2_MULTIPLE_POINTS_OUTDOOR_GUST,outdoor,gust,GustField,multiple_points,5 point sources,high,5,F-18,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,814.0153527131811,788.4442686768674,0.0,7574.236286741738,nan,nan,nan,21.983682439422587,15.000000000000002,7.500000000905059,21.683889485997497,12000,,nan,nan,,OK,
F18_Q2_MULTIPLE_POINTS_OUTDOOR_VORTEX,outdoor,vortex,VortexField,multiple_points,5 point sources,high,5,F-18,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,2370.682855899861,2370.682855899861,0.0,14536.259741780148,nan,nan,nan,15.000000000002846,15.000000000002288,7.500000108974684,21.12011618500037,12000,,nan,nan,,OK,
F18_Q2_PLANAR_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,planar,planar source (49 cells),high,49,F-18,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,810.9978179450658,810.9978179450658,0.0,14536.259742162654,nan,nan,nan,15.000000000000002,14.999999999999998,7.50000010910743,62.99506349999865,12000,,nan,nan,,OK,
F18_Q2_PLANAR_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,planar,planar source (49 cells),high,49,F-18,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,557.6857055055618,557.6857055055618,0.0,14522.144244870313,nan,nan,nan,14.999461901723187,14.998024659686857,8.219882365812534,62.75907548699979,12000,,nan,nan,,OK,
F18_Q2_PLANAR_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,planar,planar source (49 cells),high,49,F-18,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,314.34776564923845,314.34776564923845,0.0,14266.606387400429,nan,nan,nan,14.997512495336162,14.995462477957885,9.237964644707795,62.94283954799903,12000,,nan,nan,,OK,
F18_Q2_PLANAR_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,planar,planar source (49 cells),high,49,F-18,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,20.352310317548405,20.352310317548405,0.0,1869.0106456691005,nan,nan,nan,15.000000000000012,16.98670752659092,10.988659367521155,64.37408279700321,12000,,nan,nan,,OK,
F18_Q2_PLANAR_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,planar,planar source (49 cells),high,49,F-18,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,217.1643067225331,217.1643067225331,0.0,7388.13143536992,nan,nan,nan,22.16713210317083,15.000000000000002,7.500000000762328,21.16204149799887,12000,,nan,nan,,OK,
F18_Q2_PLANAR_OUTDOOR_SHEAR,outdoor,shear,ShearField,planar,planar source (49 cells),high,49,F-18,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,201.89990035788855,201.89990035788855,0.0,6737.953843506652,nan,nan,nan,22.172863137786457,15.0,7.492925216993136,21.031360331999167,12000,,nan,nan,,OK,
F18_Q2_PLANAR_OUTDOOR_GUST,outdoor,gust,GustField,planar,planar source (49 cells),high,49,F-18,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,242.934479753014,242.4407396702017,0.0,7573.906452063237,nan,nan,nan,21.98013248771084,15.0,7.500000000918187,21.844524861997343,12000,,nan,nan,,OK,
F18_Q2_PLANAR_OUTDOOR_VORTEX,outdoor,vortex,VortexField,planar,planar source (49 cells),high,49,F-18,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,795.2332460390929,795.2332460390929,0.0,14536.259741787371,nan,nan,nan,15.000000000005192,15.000000000004345,7.500000108974685,21.41571541400117,12000,,nan,nan,,OK,
F18_Q2_VOLUMETRIC_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,volumetric,3-D volumetric source (75 cells),high,75,F-18,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,944.0793062172265,944.0793062172265,0.0,14536.260205966151,nan,nan,nan,15.0,15.000000000000002,7.500000264177307,63.13193033599964,12000,,nan,nan,,OK,
F18_Q2_VOLUMETRIC_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,volumetric,3-D volumetric source (75 cells),high,75,F-18,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,775.3875291688672,775.3875291688672,0.0,14476.451758696736,nan,nan,nan,15.000059155518333,14.998785391160567,8.21648862419036,62.309293459999026,12000,,nan,nan,,OK,
F18_Q2_VOLUMETRIC_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,volumetric,3-D volumetric source (75 cells),high,75,F-18,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,534.3387159842109,534.3387159842109,0.0,14115.98795961179,nan,nan,nan,14.999016067341076,14.99799201313547,9.222267093628902,62.616300859997864,12000,,nan,nan,,OK,
F18_Q2_VOLUMETRIC_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,volumetric,3-D volumetric source (75 cells),high,75,F-18,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,38.509651277843325,38.509651277843325,0.0,1868.989628044989,nan,nan,nan,15.000000000000005,16.992215545723397,10.97756064848424,63.62222422699779,12000,,nan,nan,,OK,
F18_Q2_VOLUMETRIC_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,volumetric,3-D volumetric source (75 cells),high,75,F-18,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,130.5778941256936,130.5778941256936,0.0,7388.3902998965805,nan,nan,nan,22.183780141236955,15.0,7.500000002288925,21.19269027399787,12000,,nan,nan,,OK,
F18_Q2_VOLUMETRIC_OUTDOOR_SHEAR,outdoor,shear,ShearField,volumetric,3-D volumetric source (75 cells),high,75,F-18,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,119.23065925140669,119.23065925140669,0.0,6740.268809973179,nan,nan,nan,22.189504777985118,15.0,7.48876937675191,21.35492684000201,12000,,nan,nan,,OK,
F18_Q2_VOLUMETRIC_OUTDOOR_GUST,outdoor,gust,GustField,volumetric,3-D volumetric source (75 cells),high,75,F-18,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,159.36062878903246,159.29891517336185,0.0,7575.043576733501,nan,nan,nan,21.99734255860304,15.000000000000002,7.500000002732784,21.77242844399734,12000,,nan,nan,,OK,
F18_Q2_VOLUMETRIC_OUTDOOR_VORTEX,outdoor,vortex,VortexField,volumetric,3-D volumetric source (75 cells),high,75,F-18,2.0,200.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,907.0913907502945,907.0913907502945,0.0,14536.260205050423,nan,nan,nan,15.000000000000712,15.000000000000574,7.500000263873147,21.076625811001577,12000,,nan,nan,,OK,
F18_Q5_MULTIPLE_POINTS_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,multiple_points,5 point sources,high,5,F-18,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,6037.892428745677,6037.892428745677,0.0,36340.64935540916,nan,nan,nan,14.999999999999998,14.999999999999996,7.500000109107429,62.37470104699969,12000,,nan,nan,,OK,
F18_Q5_MULTIPLE_POINTS_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,multiple_points,5 point sources,high,5,F-18,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,4666.820515438462,4666.820515438462,0.0,36214.24329569752,nan,nan,nan,14.9994506592009,15.008465411258173,8.218624739770512,61.97517426599734,12000,,nan,nan,,OK,
F18_Q5_MULTIPLE_POINTS_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,multiple_points,5 point sources,high,5,F-18,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,3376.9572310012963,3376.9572310012963,0.0,35392.011672009474,nan,nan,nan,14.997499035775595,15.02159696411221,9.23363973372795,62.20990001300015,12000,,nan,nan,,OK,
F18_Q5_MULTIPLE_POINTS_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,multiple_points,5 point sources,high,5,F-18,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,329.0667913812939,329.0667913812939,0.0,4672.526794599089,nan,nan,nan,15.000000000000002,16.986708027342015,10.988659481395976,63.46729253000012,12000,,nan,nan,,OK,
F18_Q5_MULTIPLE_POINTS_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,multiple_points,5 point sources,high,5,F-18,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1833.867116928043,1833.867116928043,0.0,18470.456935294034,nan,nan,nan,22.17046141607281,15.000000000000004,7.5000000007511565,21.162315729998227,12000,,nan,nan,,OK,
F18_Q5_MULTIPLE_POINTS_OUTDOOR_SHEAR,outdoor,shear,ShearField,multiple_points,5 point sources,high,5,F-18,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1728.084092588688,1728.084092588688,0.0,16844.986808462625,nan,nan,nan,22.176192518144564,14.999999999999998,7.492928155382174,20.963104564998503,12000,,nan,nan,,OK,
F18_Q5_MULTIPLE_POINTS_OUTDOOR_GUST,outdoor,gust,GustField,multiple_points,5 point sources,high,5,F-18,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,2035.0383817829493,1971.110671692171,0.0,18935.59071685434,nan,nan,nan,21.983682439422584,15.000000000000004,7.500000000905059,21.686649299001147,12000,,nan,nan,,OK,
F18_Q5_MULTIPLE_POINTS_OUTDOOR_VORTEX,outdoor,vortex,VortexField,multiple_points,5 point sources,high,5,F-18,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,5926.707139749638,5926.707139749638,0.0,36340.64935445037,nan,nan,nan,15.000000000002848,15.000000000002286,7.500000108974685,21.306803835999744,12000,,nan,nan,,OK,
F18_Q5_PLANAR_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,planar,planar source (49 cells),high,49,F-18,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,2027.4945448633587,2027.4945448633587,0.0,36340.64935541413,nan,nan,nan,14.999999999999998,14.999999999999998,7.500000109107431,62.50645201200314,12000,,nan,nan,,OK,
F18_Q5_PLANAR_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,planar,planar source (49 cells),high,49,F-18,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1394.214263764262,1394.214263764262,0.0,36305.36061217686,nan,nan,nan,14.99946190172319,14.998024659686857,8.219882365812506,62.10065518299962,12000,,nan,nan,,OK,
F18_Q5_PLANAR_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,planar,planar source (49 cells),high,49,F-18,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,785.8694141230504,785.8694141230504,0.0,35666.51596849925,nan,nan,nan,14.997512495336162,14.995462477957881,9.2379646447078,62.35995791900132,12000,,nan,nan,,OK,
F18_Q5_PLANAR_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,planar,planar source (49 cells),high,49,F-18,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,50.88077579387054,50.88077579387054,0.0,4672.526614172735,nan,nan,nan,15.000000000000012,16.98670752659092,10.98865936752115,63.67837970899927,12000,,nan,nan,,OK,
F18_Q5_PLANAR_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,planar,planar source (49 cells),high,49,F-18,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,542.9107668063282,542.9107668063282,0.0,18470.328588424305,nan,nan,nan,22.167132103170808,14.999999999999996,7.500000000762325,21.111737279999943,12000,,nan,nan,,OK,
F18_Q5_PLANAR_OUTDOOR_SHEAR,outdoor,shear,ShearField,planar,planar source (49 cells),high,49,F-18,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,504.7497508947008,504.7497508947008,0.0,16844.884608766315,nan,nan,nan,22.172863137786443,15.000000000000004,7.492925216993137,21.050012568000966,12000,,nan,nan,,OK,
F18_Q5_PLANAR_OUTDOOR_GUST,outdoor,gust,GustField,planar,planar source (49 cells),high,49,F-18,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,607.3361993825138,606.101849175484,0.0,18934.76613015756,nan,nan,nan,21.980132487710826,15.0,7.5000000009181855,21.59735937699952,12000,,nan,nan,,OK,
F18_Q5_PLANAR_OUTDOOR_VORTEX,outdoor,vortex,VortexField,planar,planar source (49 cells),high,49,F-18,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1988.0831150984172,1988.0831150984172,0.0,36340.6493544748,nan,nan,nan,15.000000000005194,15.000000000004352,7.500000108974686,21.047751456997503,12000,,nan,nan,,OK,
F18_Q5_VOLUMETRIC_INDOOR_CLOSED,indoor,closed,IndoorClosedRoom,volumetric,3-D volumetric source (75 cells),high,75,F-18,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,2360.198265543149,2360.198265543149,0.0,36340.65051491406,nan,nan,nan,15.0,15.000000000000004,7.500000264177307,62.60943535100159,12000,,nan,nan,,OK,
F18_Q5_VOLUMETRIC_INDOOR_LOW_VENTILATION,indoor,low_ventilation,IndoorLowVentilation,volumetric,3-D volumetric source (75 cells),high,75,F-18,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1938.468822922026,1938.468822922026,0.0,36191.12939674213,nan,nan,nan,15.000059155518331,14.998785391160567,8.21648862419036,62.61821989300006,12000,,nan,nan,,OK,
F18_Q5_VOLUMETRIC_INDOOR_NORMAL_VENTILATION,indoor,normal_ventilation,IndoorNormalVentilation,volumetric,3-D volumetric source (75 cells),high,75,F-18,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,1335.8467899605575,1335.8467899605575,0.0,35289.9698990321,nan,nan,nan,14.999016067341076,14.997992013135471,9.222267093628888,62.29062006300228,12000,,nan,nan,,OK,
F18_Q5_VOLUMETRIC_INDOOR_HIGH_VENTILATION,indoor,high_ventilation,IndoorHighVentilation,volumetric,3-D volumetric source (75 cells),high,75,F-18,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,96.27412819460673,96.27412819460673,0.0,4672.4740701124765,nan,nan,nan,15.000000000000007,16.992215545723393,10.97756064848424,63.84913684500134,12000,,nan,nan,,OK,
F18_Q5_VOLUMETRIC_OUTDOOR_UNIFORM,outdoor,uniform,UniformField,volumetric,3-D volumetric source (75 cells),high,75,F-18,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,326.444735314237,326.444735314237,0.0,18470.97574974102,nan,nan,nan,22.183780141236944,15.000000000000004,7.500000002288926,21.080657599002734,12000,,nan,nan,,OK,
F18_Q5_VOLUMETRIC_OUTDOOR_SHEAR,outdoor,shear,ShearField,volumetric,3-D volumetric source (75 cells),high,75,F-18,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,298.0766481285078,298.0766481285078,0.0,16850.67202493251,nan,nan,nan,22.189504777985107,15.0,7.488769376751907,21.059006691997638,12000,,nan,nan,,OK,
F18_Q5_VOLUMETRIC_OUTDOOR_GUST,outdoor,gust,GustField,volumetric,3-D volumetric source (75 cells),high,75,F-18,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,398.401571972574,398.24728793339733,0.0,18937.608941833336,nan,nan,nan,21.99734255860303,14.999999999999998,7.500000002732784,21.578855095998733,12000,,nan,nan,,OK,
F18_Q5_VOLUMETRIC_OUTDOOR_VORTEX,outdoor,vortex,VortexField,volumetric,3-D volumetric source (75 cells),high,75,F-18,5.0,500.0,UNCONTROLLED,"(60, 60, 30)",0.5,0.5,0.5,0.05,600.0,2267.7284768757518,2267.7284768757518,0.0,36340.650512625056,nan,nan,nan,15.00000000000072,15.000000000000579,7.500000263873149,21.111543879000237,12000,,nan,nan,,OK,
